0.8437,0.6856,0.648,0.8242,0.83767,0.51867
0.0876,0.52097,0.56436,0.61984,0.85209,0.41548
0.94187,0.9524,0.50128,0.24656,0.39538,0.26822
0.53869,0.50162,0.21909,0.20176,0.88476,0.57314
0.73021,0.48652,0.05079,0.94332,0.74298,0.86759
0.58495,0.8773,0.43682,0.67325,0.96637,0.31032
0.12524,0.76364,0.76797,0.99573,0.49904,0.90096
0.34561,0.45991,0.7742,0.1718,0.11491,0.64696
0.6463,0.77319,0.9028,0.89684,0.5782,0.57974
0.70635,0.00203,0.579,0.1466,0.37197,0.11086
0.62637,0.76988,0.33293,0.7778,0.34331,0.87558
0.33966,0.47512,0.36292,0.14579,0.8214,0.90372
0.01782,0.7137,0.68142,0.33826,0.22244,0.91368
0.9004,7e-05,0.24645,0.27111,0.00781,0.24259
0.13443,0.43594,0.28249,0.7919,0.73347,0.74924
0.96705,0.62732,0.14068,0.99492,0.87912,0.65409
0.36027,0.29658,0.55794,0.72018,0.1832,0.96569
0.8268,0.79383,0.4036,0.31971,0.12644,0.96741
0.15727,0.30671,0.1876,0.558,0.50029,0.31169
0.16128,0.97105,0.58754,0.31482,0.81235,0.98625
0.00273,0.18923,0.14282,0.73602,0.55633,0.76395
0.42472,0.31014,0.53165,0.74732,0.36059,0.45756
0.48268,0.15345,0.29363,0.36961,0.57965,0.33275
0.55551,0.48725,0.03444,0.79827,0.39869,0.31123
0.99809,0.11482,0.47396,0.79678,0.06496,0.05814
0.09429,0.33438,0.29991,0.63577,0.04724,0.68914
0.47796,0.8922,0.66122,0.50291,0.51501,0.94907
0.43981,0.35965,0.51288,0.72373,0.38552,0.2855
0.7672,0.00247,0.58931,0.67283,0.37299,0.66753
0.75116,0.61809,0.44549,0.19625,0.17456,0.30186
0.51843,0.40678,0.93361,0.63318,0.74421,0.93649
0.20282,0.42155,0.47163,0.46652,0.47558,0.26999
0.28038,0.57222,0.41931,0.74681,0.56939,0.97888
0.4492,0.99516,0.03407,0.94597,0.86288,0.33533
0.00777,0.31645,0.27879,0.0317,0.48725,0.62636
0.38796,0.75778,0.42783,0.64882,0.7909,0.752
