0.47489,0.095222,0.39674,0.55243,0.55894,0.54197
0.99885,0.62658,0.83738,0.33406,0.42281,0.32192
0.26386,0.11109,0.46271,0.27286,0.3014,0.96872
0.50871,0.44033,0.26905,0.14604,0.88037,0.2615
0.71028,0.74426,0.66922,0.18295,0.62217,0.50279
0.5482,0.42507,0.51842,0.0062079,0.93966,0.89067
0.045132,0.10125,0.65997,0.79293,0.25085,0.23359
0.37347,0.26259,0.47934,0.92442,0.40668,0.50824
0.0040704,0.52458,0.93543,0.90756,0.76498,0.76277
0.27051,0.05614,0.52324,0.85389,0.40102,0.7266
0.78335,0.20915,0.92646,0.80919,0.11893,0.65062
0.19956,0.88075,0.33209,0.27236,0.79963,0.66457
0.24662,0.82278,0.72937,0.25504,0.0047112,0.18952
0.042467,0.57322,0.62709,0.73546,0.85057,0.58092
0.66228,0.92412,0.77352,0.63123,0.86364,0.88518
0.075506,0.68856,0.73677,0.86992,0.46477,0.015663
0.66947,0.54777,0.659,0.44745,0.39469,0.83784
0.63761,0.94867,0.96374,0.80651,0.61544,0.66693
0.86199,0.28991,0.69861,0.34992,0.85073,0.13469
0.67734,0.65675,0.34104,0.10141,0.88032,0.12849
0.8919,0.35989,0.52419,0.69591,0.39058,0.15284
0.088987,0.9174,0.68596,0.57019,0.11047,0.66594
0.083007,0.94359,0.44029,0.29048,0.6515,0.61673
0.14232,0.20166,0.65243,0.38256,0.94057,0.0075378
0.62078,0.012147,0.50673,0.049323,0.5743,0.12245
0.40933,0.29732,0.030567,0.50661,0.98325,0.59774
0.12331,0.28453,0.27715,0.3221,0.15911,0.51708
0.76232,0.15081,0.33239,0.5979,0.82213,0.11642
0.80937,0.96178,0.77358,0.21923,0.85317,0.0055072
0.164,0.79188,0.60789,0.27896,0.65503,0.96002
0.95293,0.85812,0.038722,0.1062,0.83367,0.40182
0.29874,0.26745,0.74484,0.9025,0.17056,0.10764
0.91468,0.2523,0.29859,0.38738,0.67592,0.26029
0.82406,0.24808,0.49787,0.93801,0.4358,0.4906
0.39634,0.80319,0.20895,0.3055,0.93767,0.83034
0.23746,0.41969,0.57613,0.6208,0.43446,0.10812
0.84122,0.083848,0.47317,0.15314,0.996,0.44788
