0.2329,0.91169,0.05103,0.01001,0.31325,0.30294
0.1402,0.36159,0.24094,0.97203,0.27004,0.20953
0.03582,0.83365,0.61979,0.92331,0.30869,0.02163
0.83335,0.20343,0.75444,0.14166,0.12608,0.04378
0.80442,0.08078,0.92577,0.62052,0.69796,0.59951
0.93209,0.94555,0.5117,0.39232,0.56798,0.0016
0.85392,0.59732,0.74166,0.68578,0.78009,0.77905
0.97642,0.3688,0.18764,0.60149,0.44224,0.92121
0.16155,0.07948,0.1207,0.28652,0.20153,0.91545
0.54522,0.13526,0.71381,0.43025,0.98013,0.54683
0.58582,0.88214,0.08657,0.64001,0.11085,0.41671
0.63848,0.58563,0.94617,0.37052,0.99224,0.74932
0.75537,0.23858,0.37013,0.73188,0.70682,0.78434
0.91803,0.02231,0.00176,0.41241,0.83811,0.71764
0.26761,0.57422,0.81883,0.95006,0.41832,0.34804
0.14192,0.35385,0.83352,0.87469,0.61399,0.30583
0.24089,0.5327,0.86868,0.96057,0.04373,0.08683
0.10737,0.92438,0.9409,0.88297,0.81917,0.02379
0.7049,0.7945,0.87309,0.82145,0.40116,0.66321
0.36422,0.70141,0.15684,0.32432,0.73263,0.82711
0.84518,0.64231,0.37101,0.2773,0.52702,0.77881
0.45493,0.83169,0.43968,0.50838,0.3158,0.07453
0.12978,0.74395,0.05945,0.13504,0.37897,0.45339
0.77298,0.42784,0.39616,0.71836,0.29661,0.08776
0.25658,0.38797,0.61076,0.85407,0.64958,0.85355
0.08267,0.60679,0.8615,0.67005,0.39325,0.30862
0.27372,0.12674,0.46993,0.7086,0.67275,0.20021
0.61335,0.29514,0.90085,0.56861,0.63084,0.15507
0.59294,0.867,0.51115,0.03669,0.46697,0.97209
0.08623,0.70872,0.01298,0.56854,0.70416,0.41395
0.41367,0.85229,0.88353,0.08133,0.02252,0.16383
0.07117,0.03383,0.47679,0.87665,0.80732,0.53879
0.57183,0.692,0.82009,0.49059,0.74882,0.79499
0.58903,0.26636,0.04203,0.45448,0.97798,0.09068
0.71098,0.39642,0.81093,0.54653,0.97627,0.97545
0.76473,0.91045,0.2516,0.0831,0.017,0.38837
0.15435,0.97671,0.44697,0.32804,0.73417,0.69684
0.50443,0.57572,0.99119,0.00356,0.30249,0.80731
0.12021,0.19206,0.07882,0.49723,0.00843,0.81671
0.81314,0.59395,0.5868,0.34717,0.59821,0.32313
0.66354,0.66477,0.68008,0.22432,0.59821,0.55314
0.45125,0.99335,0.30792,0.54681,0.33569,0.55678
0.10047,0.15744,0.23539,0.062,0.04447,0.84059
0.01174,0.84246,0.07279,0.27181,0.39801,0.45407
0.62096,0.35619,0.67164,0.72103,0.59016,0.61658
0.81968,0.19912,0.53974,0.6527,0.56837,0.2543
0.27808,0.81958,0.35626,0.42595,0.17317,0.42834
0.99186,0.9356,0.17589,0.57234,0.82959,0.37975
0.03175,0.09655,0.97288,0.63512,0.85516,0.58568
0.55284,0.7566,0.94754,0.8408,0.22041,0.79303
0.28534,0.55885,0.50358,0.96492,0.38406,0.6122
0.31832,0.91504,0.02618,0.90555,0.94527,0.79855
0.06211,0.28361,0.42266,0.3935,0.84172,0.69552
0.0797,0.48537,0.45478,0.0283,0.41923,0.84459
0.09973,0.49032,0.26939,0.39788,0.42639,0.967
0.62439,0.88714,0.40913,0.09473,0.90983,0.62979
0.81286,0.51229,0.2373,0.63027,0.27919,0.6082
0.34602,0.3188,0.62122,0.59398,0.98291,0.4071
